Lyrics,Mood
"Eres la mujer m�s sensual
Que hayan visto mis ojos
Eres como un capullito que ha ca�do del cielo
Por eso es que cuando pasas siempre me estremezco
Y si me hablas quedo mudo del amor que siento

Y es que me trastorno cuando miro tus ojitos
Ese cuerpo hermoso y esa cadera tan bella
El fin de semana quiero pasarla contigo
Nos vamos a playa santa marta y Cartagena
El fin de semana quiero pasarla contigo
Nos vamos a playa santa marta y Cartagena

Tu boquita fresca con sabor a pi�a, yo quiero besarla
Nena dame un beso dame tu ternura, endulsame el alma
Dime como hago para ir a tu casa, para visitarte
Si hablo con tus padres pa poder besarte libre en la terraza

Y es que me trastorno cuando miro tus ojitos
Ese cuerpo hermoso  y esa cadera tan bella
El fin de semana quiero pasarla contigo
Nos vamos a puerto Colombia, Tol� y cobe�as
El fin de semana quiero pasarla contigo
Nos vamos a puerto Colombia, Tol� y cobe�as

La mujer bonita puede entusiasmar a un hombre
Y si es noble y muy decente puede enloquecerlo
Si adem�s tiene esas curvas quien resiste entonces
Por eso es q me comprenden lo que estoy sintiendo

Y es que me trastorno cuando miro tus ojitos
Ese cuerpo hermoso  y esa cadera tan bella
El fin de semana quiero pasarla contigo
Nos vamos a puerto Colombia, Tol� y cobe�as
El fin de semana quiero pasarla contigo
Nos vamos a puerto Colombia, Tol� y cobe�as

Quiero ser tu novio, quiero ser tu due�o, siempre tu amorcito
Aprovecha reina pa que nos cuadremos, que estoy solterito
Acordate reina que hombres en la tierra quedamos poquitos
Y uno que te quiera como yo en la tierra no vas a conseguirlo

Y es que me trastorno cuando miro tus ojitos
Ese cuerpo hermoso  y esa cadera tan bella
El fin de semana quiero pasarla contigo
Nos vamos a puerto Colombia, Tol� y cobe�as
El fin de semana quiero pasarla contigo vamos a puerto Colombia, Tol� y cobe�as",Sad
"Ahi hombe, mi vida


Ahi este es el verso de amor
que te queria cantar (Bis)
me lo traigo cuando une el sol
no visitas por tu ventanal
cuando el viaje esta viendo al mal
cuando solo estamos tu y yo

Ahi este es el verso de amor
que te queria cantar (Bis)
Viene acompañado de florez
que coji por el camino,
ya llegado a su destino
la reina de corazones (Bis)

Ahi, ahi, ahi corazon, hay corazon ahi ahi ahi

deja que te cante
con la voz del alma
deja que se salga
lo quiero darte (Bis)

Ahi, ahi, ahi corazon, hay corazon ahi ahi ahi

ahi, este es el verso de amor
que te queria cantar (Bis)
es tan tuyo como yo lo soy
y es tan mio como tu mirar
es tan nuestro como el que vendra
a ser tres lo que ahora somos dos
ahi, este es el verso de amor
que te queria cantar,
Tiene vestido de colores
y de melo dia se extraña,
Para ti la mas bella y rara
la reina de corazones (Bis)

Ahi, ahi, ahi corazon, hay corazon ahi ahi ahi

deja que te cante
con la voz del alma
deja que se salga
lo quiero darte (Bis)",Happy
"Yo se que me quieres ver, mi vida
y todo porque te engañe, que torpe
primera vez que yo te causo una herida
por eso vine para que, me perdones
la relacion de novios ha sido, tan linda
no quiero que se acabe por, mis errores

Yo no se vivir sin ti mi amor,
mira que sin ti no se vivir,
tienes que perdonarme el error,
por lo que hize, no me hagas sufrir
a otra le guste y me cautivo,
fue solo una aventura sin sentir

Estuviera lejo y no me contaras
andaria buscando nuevos amores
pero a ti te llevo prendida en el alma
perdoname, perdoname
cosas de la vida , que mala jugada,
perdoname , perdoname

Mis dias tienen que seguir, contigo
no  quiero imaginar no estar, a tu lado
por lo que hize ya recibo el castigo
tu no mereces que yo te haya engañado
tu tienes la razon pero, no permito
que lo que hemos vivido se te ha olvidado

Escucha por dentro otra voz
ella te dira que yoy de ti
yo llevo en mis venas tu calor
que ye ha cobijado  mi sentir
pero tengo un debil corazon
el que ha permitido este desliz

Estuviera lejo y no me contaras
andaria buscando nuevos amores
pero a ti te llevo prendida en el alma
perdoname, perdoname
cosas de la vida , que mala jugada,
perdoname , perdoname",Sad
"Te voy a quitar esas ganas,
de estar conmigo
te voy a decirte tambien,
me gustas mucho
yo se que tu nunca has querido,
que sea tu amigo,
guardaste todo para mi,
y eso es muy puro,
yo se que tienes tanto tiempo negrita,
de decirme que me quieres,
pero han habido mujeres,
que te alejaron de mi,
yo se que tu tienes tantas penas,
pero seran feliz,
porque mi cariño es el que llega,
para dartelo a ti.

Enamorame, que yo te voy a enamorar
Ilusionate, que yo no te voy a fallar (Bis)

Ahora somos los dos,
ya no sufras mas,
yo sere el amor de tu alma
tu seras mi amor mi vida (Bis)

Desde hace rato me gustabas,
pero la pena,
siempre impido hablarte de amor,
yo tenia miedo,
tu sentimiento se cayo pero hoy me alegra,
que nos embriaga la pasion,
al mismo tiempo,
ahora entiendo porque te ven solita,
no has creido en ningun cuento,
lo guardaste para mi,
Ahora sabes que estoy queriendo,
por favor ven a mi,
vamos a darnos un concierto de besos
y digamos que si.

Enamorame, que yo te voy a enamorar
Ilusionate, que yo no te voy a fallar (Bis)

Ahora somos los dos,
vamos a vivir,
yo sere el amor de tu alma
tu seras mi amor mi vida (Bis)",Sad
"Te Amaré de Fabián Corrales
Ay yo te quiero besar muchachita
Y dejar en tus besos mi vida
Abrazarme de ti, para que el corazón te persiga

Hace días te traigo en mis sueños
Mujer linda de los ojos negros
Me enamoras de ti y me haces sentir
Muy feliz porque ya soy tu dueño

Te amare, te amare, te amare
Hasta el final de mis días yo se que lo hare
Nacerán de tu vientre mis hijos y esa casa grande que siempre soñé
Te amare, te amare, te amare
Hasta sentir que respiro por última vez
Y después de mi último suspiro si Dios lo permite también te amare

Regare con la lluvia del cielo esta finca repleta de sueños
Que hay en mi corazón el deseo la pasión
Desde que me encontré con tu pelo

Te amare, te amare, te amare
Hasta el final de mis días yo se que lo hare
Nacerán de tu vientre mis hijos y esa casa grande que siempre soñé
Te amare, te amare, te amare
Hasta sentir que respiro por última vez
Y después de mi último suspiro si Dios lo permite también te amare

Yo me quiero quedar con tu risa
Y quedarme a dormir en tu vida
Despertar junto a ti para que con tu amor me bendigas

Tengo más de un millón de te quiero
Y deje en el pasado los celos
Voy a estar junto a ti limpio de todo error
libre de aquellos malos recuerdos

Te amare, te amare, te amare
Hasta sentir que respiro por última vez
Te amare porque no hay quien me venza
Luchando por ti yo siempre ganare
Te amare, te amare, te amare
Porque siento tu amor que se abraza de mi
Te amare porque cuando respiro siento que mi vida depende de ti

Cogeré tu caricia y tus besos
Para hacer un cultivo en mi cuerpo
Para poder pensar que por siempre voy a ser tu dueño

Te amare, te amare, te amare
Hasta sentir que respiro por última vez
Te amare porque no hay quien me venza
Luchando por ti yo siempre ganare
te amare, te amare, te amare
Hasta el final de mis días yo se que lo hare
Nacerán de tu vientre mis hijos y esa casa grande que siempre soñé.",Sad
"Se que tienes compromisos vida mia,
y n has querido brindarme una esperanza,
pero llega la mañana y yo te pienso,
en la tarde mas te pienso
y que voy a hacer contigo,
porque llegan tus amigas,
a contarme de tu vida y no me aguanto,
hoy pretendo conquistarte, ehh ehh
Que te quiero, que te pienso, que te extraño
que te amo y locamente enamorado ellegado a
decirte niña hermosa que me estoy muriendo por
tus besos,
y tienes novio, no me importa, ya me vuelvo un descarado
te envio cartas, te envio rosas, y nunca me has contestado
pero rayos si parece que no quieres estar a su lado
Y me da miedo, tal vez no quieres escucharme
porque te escondes al hablarme si quiero confesarte que
te pienso.

Se me acabaron las canciones esta noche,
y no has querido brindarme la esperanza,
y por mucho que te quejes y preproches,
te lo juro que esta noche me voy de tu ventana,
porque quiero que me digas reina hermosa que mis mesos,
mis canciones se metieroon en tu alma,
y yo daria media vida por tenerte entre mi brazos,
totalmente cautivada, locamente enamorada
y me quieres solo un poco que me sobra pa volverme loco,
juraria que te e visto entre mis sueños
y te canto pero cuando ya estas cerca te me escapas
de la mano, ya no temas mas mi vida que yo te estoy esperando
y me damiedo tal vez no quieras escucharme, porque te escondes
al hablarme, si quiero confesarte que te pienso,
y yo daria media vida por tenerte entre mi brazos,
totalmente cautivada, locamente enamorada
y me quieres solo un poco que me sobra pa volverme loco,

y Que te quiero, que te pienso, que te extraño
que te amo y locamente enamorado ellegado a
decirte niña hermosa que me estoy muriendo por
tus besos.",Sad
"Aja y volviste
tu no eras la que te habias ido
y que para olvidarme
tu no fuiste la que apostaste
a no volver conmigo
quisiste en mis ratos
el camino
y con palabras
nadie tira al olvido
no solo el fuego quema
y deja huella
no soy el ni soy fuego
y tambien dejo huellas

Y asi que,
Vuelvete a ir,
engreida de mi vida
orgullosa de mi alma
orgullosa e mentiras
yo sabia que eras de luna
yo sabia que regresabas
y asi que,
vuelvete a ir,
porque me tuerces la boca
porque me tuerces la cara
lo que quieres es que corra
a alcanzarte como un loco
y por mi te quedas guapa,
tu no esperes que
un instante que a tu vida
yo ola te tenga,
creida, creida no,
si lo piensas
si soñaste que tus pasos
son mis pasos
o son mis huellas
convencida no,
convencida,
sigue y sueña.

Aja ya esta bueno
ahora por cualquier bodada
y es que terminamos
si nos dejasmos nos dejamos
pero no pretendas
que yo siga en tuvuelo
en lo alta
yo sin alas no pretendo
a salir volando
mira que como vamos
mal andados
yo lo siento
yo no juego
al raton ni al gato

Y asi que,
Vuelvete a ir,
engreida de mi vida
orgullosa de mi alma
orgullosa e mentiras
yo sabia que eras de luna
yo sabia que regresabas

Y asi que,
vuelvete a ir
porque me tuerces la boca
porque me tuerces la cara
lo que quieres es que corra
a alcanzarte como un loco
y por ti te quedas guapa
andas regando que mis ojos
no ven otra,
que te remplaze,
confiaba no, confiaba ya,
confiate
no te bajes de esa luna
que te lleva
y que te trae
bajate ya, bajate
que te caes.

Y asi que,
Vuelvete a ir,
engreida de mi vida
orgullosa de mi alma
orgullosa e mentiras
yo sabia que eras de luna
yo sabia que regresabas.",Happy
"Ya fue yo me bajo de este tren
Choca contra una pared ya no me divierte.
Volar, irse lejos, cielos mirar,
Todos esos soles robar lejos de la gente.
De los techos van a salir cuando sepan donde me fuí.
No me digas nada, no lo necesito.
Si no fuera por amor no sé si me quedaría,
Si los tontos ya sé nunca ven a los que brillan.
Ya no quiero estar acá, yo me largo de esta fiesta.
Nada pierdo si me voy estoy bien, no me molesta.
Bueno aires van a venir,
Tengo tiempo para elegir las leyes del juego
Chau! Nos vemos luego.
Ya fue yo me bajo de este tren choca contra una pared,
Ya no me divierte.
Volar, irse lejos, cielos mirar todos esos soles robar
Lejos de la gente.",Happy
"Algo mejor
Fabiana Cantilo. 

Esto solo fue un impas
Una tregua entre los dos
Esto solo fue un impas
Hoy tengo algo mejor

No te pienses que olvide nene
Lo que existe entre los dos
Cada calle que cruce nene
Yo me acordaba de vos

Yo vivo en un ciudad
A donde el oro se acabo
Pero hay algo, pero hay algo que aprendí
El oro puedo ser yo

Hice lío por ahí nene
En los barrios del amor
Esto solo
Solo solo
Fue un impas
Yo tengo algo mejor
No no no no no

Tengo tengo tengo tengo tengo
Algo mejor
Algo mejor
Hoy tengo algo mejor

Yo tengo algo mejor.",Sad
"Amanece en la ruta,
no me importa donde estoy,
me he dormido viajando y he soñado tan intenso,
en ese sueño yo me veía en ese auto pero no,
no era el mismo porque estaba todo roto en su interior.

Este paisaje es tan extraño,
se parece al de un tren eléctrico,
esos árboles tienen contornos,
darme cuenta es tan hermoso,
En ese sueño yo me veía en ese auto pero no,
no era el mismo porque tenía fuego en su interior.

A medida que aceleramos mis recuerdos me estremecen,
y en un soplo veo proyectado como un film toda mi vida,
Ya no se si el cielo está arriba,
abajo o dentro de mi.
Porque el paisaje sea tan extraño,
creo haber estado aquí.

¿Dónde voy, dónde estoy, quién soy yo, que hora es, dónde estaré?
Si afuera no es noche,
tampoco es de día,
no hay tristezas, 
tan solo alegrías, 
en mi corazón.
Y ahora todo es una luz tan clara que a mi lado ya no hay nada,
Solo alegría, paz y armonia,
y esa luz que es tan tibia.

Y encontré lo  que eso no era un sueño,
en ese auto estaba yo.
ese auto estaba todo roto,
y con fuego en su interior.

¿Dónde voy, dónde estoy, quién soy yo, que hora es, dónde estaré?
¿Dónde voy, dónde estoy, quién soy yo, que hora es, dónde estaré?
¿Dónde voy, dónde estoy, quién soy yo, que hora es, dónde estaré?
¿Dónde voy, dónde estoy, quién soy yo, que hora es, dónde estaré?",Sad
"Amo a un extraño,desde hoy,
Desde ayer,
Desde el cielo a los subterraneos
Amo lo extraño,sin razon,
Sin porque
No hare bien, ni tampoco daño.

No quiero arruinarlo, volverlo a hacer
No quiero volverte a ver

Desde hace años,
Desde un tren a otro tren
Desde un rey, hasta un operario.
En los extraños, puedo hallar,
Puedo ver,
El fulgor de lo imaginario.

No, no, no me busques,
Ya no estare.
Ya no quiero volverte a ver.

Dejame, comprendeme
No hay nada planeado que quiera hacer
Estoy entregada a un amor sin vos, sin cara, sin religion.
No te quiero conocer,
No digas tu nombre
Ya no estare.
Estoy entregada a un amor sin vos.

No, no, no me busques,
Ya no estare
No quiero volverte a ver.
No, no, no me busques,
Ya no estare
No quiero volverte a ver.

No,no,no me busques,
Ya no estare.
No quiero volverte a ver.

Dejame, comprendeme,
No hay nada planeado que quiera hacer.
Estoy entregada a un amor sin vos, sin cara, sin religion.
No te quiero conocer,
No digas tu nombre
Ya no estare.
Estoy entregada a un amor sin vos.

Amo a un extraño, desde hoy,
Desde el cielo a los subterraneos.
Amo lo extraño, sin razon,
Sin porque,
No hare bien, ni tampoco daño.

No quiero arruinarlo
Volverlo a hacer.
No quiero volverte a ver.",Happy
"Este amor equivocado
no me importa mas
estar a tu lado
ya lo ves
no era tanto tiempo...
Ya salí
no hay hogueras
esto es así
la vida es lo que deseas
adiós a mis
recibos de pena...
Aunque me muera de odio
aunque me muera de amor

nunca serás mi destino
oh, no.
Escapar
en un latido
dejar de amar
eso no tiene sentido
seguir tu rastro
no es parte de lo mio.
Aunque me muera de odio
aunque me muera, me muera de amor
nunca tendrás mi destino
oh, no.
Aunque me muera de odio
aunque me muera de amor
nunca serás mi destino
oh, no...",Sad
"Qué más puedo hacer en este avión?
La moza no llega
La pasta no pega
Pero pronto vamos a llegar
Implacables zombis a ese lugar
No duermo en ángulo recto
Tendría que saberlo mejor a esta altura de mi vida si señor
A esta altura de mi vida si señor
Pero no hay dinero para el business que es mejor
No duermo en ángulo recto
No duermo en ángulo recto
No duermo en ángulo recto
No duermo en ángulo recto
Volar nunca fue para todos
Quien sabe donde está la libreta de Cay
Tengo un asiento más
Por que él no pudo llegar
No paro de escribir mi mente va a estallar
Tráiganme un trampolín que me quiero tirar
Bajamos de ahí mareándonos el jet lack del vuelo
Torciéndome el pelo productor
Soy una pila de nervios si señor
Pero en España me espera el tren bala
Que es mejor
No duermo en ángulo recto
No duermo en ángulo recto
No duermo en ángulo recto
No duermo en ángulo recto
Ni en el avión
Mucho menos minibus
Que es peor
Quién sabe dónde está la libreta de Cay
Tengo un asiento más
Por que él no pudo llegar
No paro de escribir mi mente va a estallar
Tráiganme un trmpolín que me quiero tirar.",Sad
"Cambio su voz y cambio lo demás
cambio su cara en el ultimo flash
lo juro el fue y no pudo explicarlo
porque fue tanto tiempo que pude guardarlo

Seguí soñando por casi 1000 días
no estaba el ángel no estaba mi guía
estoy pateando mi única salida
fuera de aquí los viejos cuervos no tienen mi vida

Son muchos arcos los que cruzan el mar
a donde todos guardan su rosa
algunos arcos nunca cruzan el mar
ya no espero yo voy para allá

Son muchos arcos los que cruzan el mar
a donde todos guardan su rosa
algunos arcos nunca cruzan el mar
ya no espero yo voy para allá
ya no espero yo voy para allá.",Happy
"Evitar, resistir,
Tu hechizo de suave adicción
Como si fuera fácil,
Dominar mi sentir
Y saber que te vas
Y saber que la abstinencia me puede
Todo se vuelve oscuro
Y sólo puedo decir... 
Más, dame un poco más,
Quiero intoxicarme en vos,
Arrancacorazones
Hoy, antes del final
Quiero intoxicarme en vos,
Arrancacorazones
Y pensar,
Que una vez me dijiste:
Terminemos todo,
Mi vida es un desastre
Y no te quiero en él
Pero al fin,
Te seguí por un laberinto
De espejos rotos
Y aparecí en un barrio,
Del que no puedo salir...
Más, dame un poco más,
Quiero intoxicarme en vos,
Arrancacorazones
Hoy, antes del final
Quiero intoxicarme en vos,
Arrancacorazones",Sad
